trip_id,operator,vehicle_type,start_station_id,end_station_id,start_time,end_time,duration_min,distance_km,fare_inr,user_type,day_type
TRP0069870,Yulu,Bicycle,BLR026,BLR011,2025-10-23 18:17:00,2025-10-23 18:22:48,5.8,0.88,7.9,Casual,Weekday
TRP0069871,Yulu,Bicycle,BLR037,BLR040,2025-10-23 07:11:00,2025-10-23 07:20:30,9.5,1.44,9.75,Casual,Weekday
TRP0069872,Bounce,E-Scooter,BLR006,BLR022,2025-10-23 07:53:00,2025-10-23 07:58:06,5.1,1.37,17.65,Casual,Weekday
TRP0069873,Yulu,E-Scooter,BLR016,BLR016,2025-10-23 22:24:00,2025-10-23 22:29:48,5.8,1.94,18.7,Subscriber,Weekday
TRP0069874,Bounce,E-Scooter,BLR028,BLR028,2025-10-23 08:27:00,2025-10-23 08:33:24,6.4,2.34,19.6,Casual,Weekday
TRP0069875,Yulu,E-Bike,BLR037,BLR037,2025-10-23 22:05:00,2025-10-23 22:13:18,8.3,1.81,22.45,Casual,Weekday
TRP0069876,Yulu,Bicycle,BLR041,BLR031,2025-10-23 21:09:00,2025-10-23 21:13:24,4.4,0.92,7.2,Subscriber,Weekday
TRP0069877,Bounce,Bicycle,BLR042,BLR042,2025-10-23 10:23:00,2025-10-23 10:25:00,2.0,0.3,6.0,Subscriber,Weekday
TRP0069878,Bounce,Bicycle,BLR031,BLR001,2025-10-23 19:14:00,2025-10-23 19:39:12,25.2,3.68,17.6,Casual,Weekday
TRP0069879,Bounce,E-Scooter,BLR028,BLR029,2025-10-23 09:06:00,2025-10-23 09:14:12,8.2,2.38,22.3,Subscriber,Weekday
TRP0069880,Yulu,E-Bike,BLR025,BLR040,2025-10-23 08:36:00,2025-10-23 08:41:06,5.1,1.57,17.65,Casual,Weekday
TRP0069881,Yulu,E-Bike,BLR032,BLR031,2025-10-23 20:03:00,2025-10-23 20:14:54,11.9,2.97,27.85,Subscriber,Weekday
TRP0069882,Yulu,E-Bike,BLR014,BLR015,2025-10-23 18:52:00,2025-10-23 18:54:00,2.0,0.3,13.0,Casual,Weekday
TRP0069883,Yulu,E-Scooter,BLR026,BLR025,2025-10-23 07:55:00,2025-10-23 07:59:06,4.1,1.61,16.15,Subscriber,Weekday
TRP0069884,Yulu,E-Scooter,BLR032,BLR010,2025-10-23 21:06:00,2025-10-23 21:08:30,2.5,0.77,13.75,Subscriber,Weekday
TRP0069885,Yulu,E-Scooter,BLR003,BLR012,2025-10-23 15:47:00,2025-10-23 15:54:54,7.9,2.0,21.85,Casual,Weekday
TRP0069886,Yulu,E-Scooter,BLR026,BLR026,2025-10-23 17:17:00,2025-10-23 17:24:36,7.6,1.95,21.4,Casual,Weekday
TRP0069887,Yulu,Bicycle,BLR035,BLR031,2025-10-23 06:25:00,2025-10-23 06:41:06,16.1,3.61,13.05,Subscriber,Weekday
TRP0069888,Bounce,Bicycle,BLR021,BLR036,2025-10-23 09:08:00,2025-10-23 09:10:00,2.0,0.3,6.0,Casual,Weekday
TRP0069889,Bounce,E-Scooter,BLR013,BLR012,2025-10-23 18:42:00,2025-10-23 18:44:00,2.0,0.3,13.0,Subscriber,Weekday
TRP0069890,Bounce,E-Scooter,BLR010,BLR040,2025-10-23 16:24:00,2025-10-23 16:32:00,8.0,2.33,22.0,Subscriber,Weekday
TRP0069891,Bounce,E-Bike,BLR036,BLR036,2025-10-23 07:21:00,2025-10-23 07:24:12,3.2,0.74,14.8,Casual,Weekday
TRP0069892,Yulu,Bicycle,BLR033,BLR001,2025-10-23 19:50:00,2025-10-23 19:52:12,2.2,0.39,6.1,Subscriber,Weekday
TRP0069893,Bounce,Bicycle,BLR001,BLR011,2025-10-23 10:27:00,2025-10-23 10:34:36,7.6,1.19,8.8,Subscriber,Weekday
TRP0069894,Yulu,E-Scooter,BLR027,BLR002,2025-10-23 20:11:00,2025-10-23 20:13:00,2.0,0.33,13.0,Subscriber,Weekday
TRP0069895,Yulu,E-Bike,BLR017,BLR038,2025-10-23 17:53:00,2025-10-23 17:57:00,4.0,1.16,16.0,Subscriber,Weekday
TRP0069896,Bounce,E-Scooter,BLR029,BLR029,2025-10-23 21:32:00,2025-10-23 21:37:00,5.0,1.85,17.5,Casual,Weekday
TRP0069897,Bounce,E-Scooter,BLR029,BLR029,2025-10-23 18:09:00,2025-10-23 18:14:48,5.8,1.77,18.7,Subscriber,Weekday
TRP0069898,Yulu,E-Scooter,BLR032,BLR019,2025-10-23 15:07:00,2025-10-23 15:15:00,8.0,2.39,22.0,Subscriber,Weekday
TRP0069899,Bounce,Bicycle,BLR011,BLR037,2025-10-23 08:02:00,2025-10-23 08:05:30,3.5,0.83,6.75,Casual,Weekday
TRP0069900,Bounce,Bicycle,BLR028,BLR028,2025-10-23 08:21:00,2025-10-23 08:34:18,13.3,2.87,11.65,Subscriber,Weekday
TRP0069901,Yulu,E-Scooter,BLR027,BLR025,2025-10-23 18:42:00,2025-10-23 18:48:36,6.6,1.64,19.9,Subscriber,Weekday
TRP0069902,Bounce,Bicycle,BLR024,BLR038,2025-10-23 04:15:00,2025-10-23 04:19:24,4.4,0.91,7.2,Casual,Weekday
TRP0069903,Bounce,E-Scooter,BLR031,BLR038,2025-10-23 22:21:00,2025-10-23 22:25:48,4.8,1.24,17.2,Casual,Weekday
TRP0069904,Bounce,Bicycle,BLR028,BLR024,2025-10-23 08:10:00,2025-10-23 08:16:36,6.6,1.38,8.3,Subscriber,Weekday
TRP0069905,Yulu,Bicycle,BLR022,BLR030,2025-10-23 08:28:00,2025-10-23 08:36:48,8.8,1.63,9.4,Subscriber,Weekday
TRP0069906,Yulu,E-Scooter,BLR003,BLR004,2025-10-23 17:46:00,2025-10-23 17:54:30,8.5,2.03,22.75,Subscriber,Weekday
TRP0069907,Bounce,Bicycle,BLR030,BLR030,2025-10-23 19:00:00,2025-10-23 19:04:00,4.0,0.8,7.0,Casual,Weekday
TRP0069908,Yulu,E-Bike,BLR023,BLR040,2025-10-23 17:08:00,2025-10-23 17:21:48,13.8,3.09,30.7,Casual,Weekday
TRP0069909,Bounce,Bicycle,BLR008,BLR021,2025-10-23 18:04:00,2025-10-23 18:15:06,11.1,1.77,10.55,Subscriber,Weekday
TRP0069910,Yulu,E-Bike,BLR023,BLR014,2025-10-23 09:54:00,2025-10-23 09:56:00,2.0,0.3,13.0,Subscriber,Weekday
TRP0069911,Yulu,E-Bike,BLR041,BLR019,2025-10-23 15:38:00,2025-10-23 15:42:42,4.7,1.41,17.05,Subscriber,Weekday
TRP0069912,Yulu,E-Bike,BLR003,BLR004,2025-10-23 10:33:00,2025-10-23 10:43:12,10.2,2.74,25.3,Subscriber,Weekday
TRP0069913,Bounce,E-Bike,BLR029,BLR012,2025-10-23 15:34:00,2025-10-23 15:37:24,3.4,1.05,15.1,Subscriber,Weekday
TRP0069914,Yulu,E-Bike,BLR002,BLR001,2025-10-23 21:10:00,2025-10-23 21:32:12,22.2,6.88,43.3,Subscriber,Weekday
TRP0069915,Bounce,E-Scooter,BLR031,BLR031,2025-10-23 20:56:00,2025-10-23 21:00:48,4.8,1.47,17.2,Casual,Weekday
TRP0069916,Bounce,E-Bike,BLR008,BLR031,2025-10-23 17:11:00,2025-10-23 17:17:30,6.5,1.66,19.75,Subscriber,Weekday
TRP0069917,Yulu,Bicycle,BLR014,BLR002,2025-10-23 08:04:00,2025-10-23 08:11:30,7.5,1.71,8.75,Subscriber,Weekday
TRP0069918,Bounce,Bicycle,BLR039,BLR016,2025-10-23 21:45:00,2025-10-23 21:49:36,4.6,0.72,7.3,Subscriber,Weekday
TRP0069919,Bounce,Bicycle,BLR042,BLR042,2025-10-23 20:30:00,2025-10-23 20:37:00,7.0,1.54,8.5,Subscriber,Weekday
TRP0069920,Bounce,E-Scooter,BLR038,BLR001,2025-10-23 18:50:00,2025-10-23 18:55:06,5.1,1.61,17.65,Subscriber,Weekday
TRP0069921,Bounce,E-Scooter,BLR028,BLR028,2025-10-23 19:13:00,2025-10-23 19:18:00,5.0,1.31,17.5,Subscriber,Weekday
TRP0069922,Yulu,Bicycle,BLR023,BLR010,2025-10-23 20:04:00,2025-10-23 20:06:00,2.0,0.3,6.0,Subscriber,Weekday
TRP0069923,Bounce,Bicycle,BLR042,BLR038,2025-10-23 23:30:00,2025-10-23 23:34:06,4.1,0.66,7.05,Subscriber,Weekday
TRP0069924,Yulu,E-Bike,BLR032,BLR016,2025-10-23 17:33:00,2025-10-23 17:56:00,23.0,6.88,44.5,Subscriber,Weekday
TRP0069925,Yulu,E-Scooter,BLR014,BLR015,2025-10-23 07:33:00,2025-10-23 07:35:06,2.1,0.52,13.15,Casual,Weekday
TRP0069926,Yulu,Bicycle,BLR032,BLR032,2025-10-23 17:30:00,2025-10-23 17:36:06,6.1,1.27,8.05,Casual,Weekday
TRP0069927,Yulu,E-Scooter,BLR026,BLR002,2025-10-23 09:15:00,2025-10-23 09:20:00,5.0,1.82,17.5,Subscriber,Weekday
TRP0069928,Yulu,Bicycle,BLR032,BLR005,2025-10-23 07:25:00,2025-10-23 07:34:54,9.9,1.75,9.95,Subscriber,Weekday
TRP0069929,Yulu,E-Bike,BLR017,BLR016,2025-10-23 18:09:00,2025-10-23 18:16:24,7.4,1.73,21.1,Subscriber,Weekday
TRP0069930,Yulu,E-Bike,BLR022,BLR008,2025-10-23 19:29:00,2025-10-23 19:34:42,5.7,1.45,18.55,Subscriber,Weekday
TRP0069931,Yulu,E-Bike,BLR019,BLR038,2025-10-23 07:05:00,2025-10-23 07:09:24,4.4,1.18,16.6,Subscriber,Weekday
TRP0069932,Bounce,E-Scooter,BLR031,BLR014,2025-10-23 19:54:00,2025-10-23 20:09:48,15.8,4.89,33.7,Casual,Weekday
TRP0069933,Bounce,Bicycle,BLR010,BLR010,2025-10-23 09:33:00,2025-10-23 09:38:30,5.5,0.83,7.75,Subscriber,Weekday
TRP0069934,Bounce,Bicycle,BLR039,BLR011,2025-10-23 10:33:00,2025-10-23 10:42:00,9.0,1.76,9.5,Casual,Weekday
TRP0069935,Bounce,Bicycle,BLR004,BLR011,2025-10-23 20:06:00,2025-10-23 20:20:42,14.7,2.36,12.35,Casual,Weekday
TRP0069936,Yulu,E-Scooter,BLR032,BLR010,2025-10-23 07:15:00,2025-10-23 07:25:12,10.2,3.09,25.3,Subscriber,Weekday
TRP0069937,Bounce,E-Scooter,BLR042,BLR001,2025-10-23 07:55:00,2025-10-23 08:02:30,7.5,2.42,21.25,Subscriber,Weekday
TRP0069938,Bounce,E-Scooter,BLR011,BLR010,2025-10-23 15:31:00,2025-10-23 15:35:42,4.7,1.83,17.05,Subscriber,Weekday
TRP0069939,Bounce,E-Scooter,BLR011,BLR011,2025-10-23 07:48:00,2025-10-23 07:53:24,5.4,1.88,18.1,Subscriber,Weekday
TRP0069940,Yulu,E-Scooter,BLR022,BLR004,2025-10-23 10:49:00,2025-10-23 10:51:00,2.0,0.62,13.0,Subscriber,Weekday
TRP0069941,Yulu,E-Bike,BLR015,BLR027,2025-10-23 12:20:00,2025-10-23 12:33:42,13.7,3.05,30.55,Subscriber,Weekday
TRP0069942,Yulu,Bicycle,BLR025,BLR002,2025-10-23 11:38:00,2025-10-23 11:49:54,11.9,1.85,10.95,Subscriber,Weekday
TRP0069943,Bounce,Bicycle,BLR008,BLR008,2025-10-23 20:08:00,2025-10-23 20:16:12,8.2,1.75,9.1,Subscriber,Weekday
TRP0069944,Yulu,E-Scooter,BLR026,BLR025,2025-10-23 09:14:00,2025-10-23 09:21:12,7.2,1.88,20.8,Casual,Weekday
TRP0069945,Yulu,E-Bike,BLR033,BLR021,2025-10-23 08:59:00,2025-10-23 09:10:42,11.7,4.0,27.55,Subscriber,Weekday
TRP0069946,Bounce,E-Scooter,BLR024,BLR024,2025-10-23 19:11:00,2025-10-23 19:17:42,6.7,1.61,20.05,Casual,Weekday
TRP0069947,Bounce,E-Scooter,BLR008,BLR040,2025-10-23 08:18:00,2025-10-23 08:24:00,6.0,1.52,19.0,Subscriber,Weekday
TRP0069948,Yulu,Bicycle,BLR033,BLR021,2025-10-23 18:47:00,2025-10-23 18:50:36,3.6,0.52,6.8,Casual,Weekday
TRP0069949,Bounce,E-Bike,BLR004,BLR023,2025-10-23 19:10:00,2025-10-23 19:18:36,8.6,2.53,22.9,Casual,Weekday
TRP0069950,Bounce,Bicycle,BLR021,BLR033,2025-10-23 07:57:00,2025-10-23 08:09:00,12.0,2.69,11.0,Casual,Weekday
TRP0069951,Bounce,Bicycle,BLR004,BLR005,2025-10-23 19:33:00,2025-10-23 19:41:12,8.2,1.31,9.1,Casual,Weekday
TRP0069952,Bounce,E-Scooter,BLR028,BLR027,2025-10-23 19:00:00,2025-10-23 19:04:36,4.6,1.7,16.9,Casual,Weekday
TRP0069953,Yulu,Bicycle,BLR009,BLR011,2025-10-23 17:42:00,2025-10-23 17:44:42,2.7,0.63,6.35,Subscriber,Weekday
TRP0069954,Yulu,E-Bike,BLR012,BLR006,2025-10-23 18:08:00,2025-10-23 18:38:18,30.3,7.02,55.45,Subscriber,Weekday
TRP0069955,Yulu,E-Scooter,BLR026,BLR002,2025-10-23 07:37:00,2025-10-23 07:40:54,3.9,1.27,15.85,Subscriber,Weekday
TRP0069956,Yulu,Bicycle,BLR033,BLR033,2025-10-23 09:03:00,2025-10-23 09:10:36,7.6,1.44,8.8,Subscriber,Weekday
TRP0069957,Yulu,E-Bike,BLR026,BLR024,2025-10-23 09:25:00,2025-10-23 09:29:00,4.0,0.92,16.0,Casual,Weekday
TRP0069958,Bounce,E-Bike,BLR004,BLR001,2025-10-23 03:21:00,2025-10-23 03:28:42,7.7,1.76,21.55,Casual,Weekday
TRP0069959,Bounce,E-Bike,BLR029,BLR030,2025-10-23 08:30:00,2025-10-23 08:35:54,5.9,1.89,18.85,Casual,Weekday
TRP0069960,Yulu,E-Scooter,BLR027,BLR040,2025-10-23 09:19:00,2025-10-23 09:22:30,3.5,1.08,15.25,Subscriber,Weekday
TRP0069961,Bounce,E-Bike,BLR008,BLR035,2025-10-23 08:00:00,2025-10-23 08:03:54,3.9,1.13,15.85,Subscriber,Weekday
TRP0069962,Bounce,E-Bike,BLR006,BLR006,2025-10-23 23:11:00,2025-10-23 23:20:12,9.2,2.32,23.8,Subscriber,Weekday
TRP0069963,Yulu,E-Bike,BLR012,BLR029,2025-10-23 19:30:00,2025-10-23 19:52:54,22.9,4.93,44.35,Subscriber,Weekday
TRP0069964,Yulu,Bicycle,BLR026,BLR021,2025-10-23 20:22:00,2025-10-23 20:39:54,17.9,3.03,13.95,Subscriber,Weekday
TRP0069965,Bounce,Bicycle,BLR001,BLR001,2025-10-23 08:36:00,2025-10-23 08:41:18,5.3,0.93,7.65,Subscriber,Weekday
TRP0069966,Bounce,Bicycle,BLR006,BLR037,2025-10-23 18:49:00,2025-10-23 19:03:42,14.7,2.71,12.35,Casual,Weekday
TRP0069967,Yulu,E-Bike,BLR033,BLR033,2025-10-23 22:24:00,2025-10-23 22:30:30,6.5,1.41,19.75,Subscriber,Weekday
TRP0069968,Bounce,Bicycle,BLR005,BLR025,2025-10-23 22:11:00,2025-10-23 22:13:30,2.5,0.5,6.25,Casual,Weekday
TRP0069969,Bounce,E-Scooter,BLR042,BLR042,2025-10-23 09:03:00,2025-10-23 09:21:48,18.8,5.61,38.2,Subscriber,Weekday
TRP0069970,Bounce,E-Scooter,BLR004,BLR004,2025-10-23 22:48:00,2025-10-23 22:50:00,2.0,0.6,13.0,Subscriber,Weekday
TRP0069971,Bounce,Bicycle,BLR004,BLR003,2025-10-23 21:30:00,2025-10-23 21:40:36,10.6,2.25,10.3,Subscriber,Weekday
TRP0069972,Yulu,E-Bike,BLR002,BLR010,2025-10-23 08:31:00,2025-10-23 08:41:36,10.6,2.4,25.9,Subscriber,Weekday
TRP0069973,Bounce,Bicycle,BLR013,BLR004,2025-10-23 17:49:00,2025-10-23 18:01:06,12.1,2.04,11.05,Casual,Weekday
TRP0069974,Yulu,E-Scooter,BLR018,BLR018,2025-10-23 17:25:00,2025-10-23 17:31:00,6.0,1.82,19.0,Subscriber,Weekday
TRP0069975,Yulu,Bicycle,BLR018,BLR030,2025-10-23 17:51:00,2025-10-23 18:03:06,12.1,2.75,11.05,Subscriber,Weekday
TRP0069976,Bounce,E-Scooter,BLR029,BLR021,2025-10-23 20:08:00,2025-10-23 20:13:54,5.9,1.61,18.85,Subscriber,Weekday
TRP0069977,Yulu,E-Scooter,BLR019,BLR040,2025-10-23 10:50:00,2025-10-23 10:58:30,8.5,3.0,22.75,Casual,Weekday
TRP0069978,Yulu,Bicycle,BLR040,BLR016,2025-10-23 11:28:00,2025-10-23 11:34:18,6.3,0.91,8.15,Casual,Weekday
TRP0069979,Bounce,Bicycle,BLR042,BLR010,2025-10-23 07:03:00,2025-10-23 07:42:06,39.1,5.91,24.55,Subscriber,Weekday
TRP0069980,Bounce,E-Scooter,BLR005,BLR006,2025-10-23 06:27:00,2025-10-23 06:32:30,5.5,1.76,18.25,Casual,Weekday
TRP0069981,Bounce,Bicycle,BLR021,BLR021,2025-10-23 11:53:00,2025-10-23 12:07:36,14.6,3.05,12.3,Subscriber,Weekday
TRP0069982,Yulu,E-Bike,BLR017,BLR016,2025-10-23 08:50:00,2025-10-23 08:58:00,8.0,2.09,22.0,Casual,Weekday
TRP0069983,Bounce,Bicycle,BLR011,BLR006,2025-10-23 12:43:00,2025-10-23 12:47:36,4.6,0.95,7.3,Subscriber,Weekday
TRP0069984,Bounce,E-Bike,BLR036,BLR026,2025-10-23 18:52:00,2025-10-23 19:11:00,19.0,5.4,38.5,Subscriber,Weekday
TRP0069985,Yulu,Bicycle,BLR023,BLR024,2025-10-23 09:14:00,2025-10-23 09:16:00,2.0,0.3,6.0,Casual,Weekday
TRP0069986,Bounce,E-Scooter,BLR038,BLR039,2025-10-23 22:34:00,2025-10-23 22:43:18,9.3,2.73,23.95,Casual,Weekday
TRP0069987,Yulu,E-Bike,BLR015,BLR001,2025-10-23 19:26:00,2025-10-23 19:28:00,2.0,0.33,13.0,Casual,Weekday
TRP0069988,Yulu,E-Scooter,BLR033,BLR033,2025-10-23 20:23:00,2025-10-23 20:44:54,21.9,6.41,42.85,Subscriber,Weekday
TRP0069989,Bounce,E-Scooter,BLR031,BLR028,2025-10-23 07:46:00,2025-10-23 07:51:36,5.6,2.03,18.4,Subscriber,Weekday
TRP0069990,Yulu,E-Scooter,BLR002,BLR010,2025-10-23 03:13:00,2025-10-23 03:15:00,2.0,0.52,13.0,Subscriber,Weekday
TRP0069991,Yulu,E-Bike,BLR019,BLR010,2025-10-23 22:32:00,2025-10-23 22:36:18,4.3,1.03,16.45,Subscriber,Weekday
TRP0069992,Yulu,E-Bike,BLR027,BLR001,2025-10-23 09:04:00,2025-10-23 09:07:36,3.6,1.0,15.4,Subscriber,Weekday
TRP0069993,Bounce,E-Scooter,BLR028,BLR028,2025-10-23 20:32:00,2025-10-23 20:45:54,13.9,4.89,30.85,Casual,Weekday
TRP0069994,Bounce,Bicycle,BLR004,BLR022,2025-10-23 20:30:00,2025-10-23 20:47:36,17.6,4.08,13.8,Subscriber,Weekday
TRP0069995,Bounce,E-Scooter,BLR042,BLR010,2025-10-23 17:25:00,2025-10-23 17:29:48,4.8,1.35,17.2,Casual,Weekday
TRP0069996,Bounce,Bicycle,BLR013,BLR016,2025-10-23 09:47:00,2025-10-23 09:57:30,10.5,1.69,10.25,Casual,Weekday
TRP0069997,Bounce,E-Bike,BLR028,BLR018,2025-10-23 18:42:00,2025-10-23 18:56:36,14.6,4.87,31.9,Casual,Weekday
TRP0069998,Bounce,Bicycle,BLR042,BLR042,2025-10-23 16:32:00,2025-10-23 16:36:54,4.9,0.82,7.45,Subscriber,Weekday
TRP0069999,Bounce,E-Scooter,BLR013,BLR001,2025-10-24 20:25:00,2025-10-24 20:37:30,12.5,3.75,28.75,Subscriber,Weekday
TRP0070000,Bounce,E-Scooter,BLR010,BLR005,2025-10-24 20:55:00,2025-10-24 21:03:54,8.9,2.59,23.35,Subscriber,Weekday
TRP0070001,Bounce,E-Bike,BLR028,BLR028,2025-10-24 08:29:00,2025-10-24 08:33:36,4.6,1.08,16.9,Subscriber,Weekday
TRP0070002,Yulu,E-Bike,BLR014,BLR017,2025-10-24 10:31:00,2025-10-24 10:45:42,14.7,3.35,32.05,Subscriber,Weekday
TRP0070003,Bounce,E-Bike,BLR024,BLR029,2025-10-24 17:40:00,2025-10-24 17:44:00,4.0,0.86,16.0,Subscriber,Weekday
TRP0070004,Bounce,E-Scooter,BLR038,BLR015,2025-10-24 06:02:00,2025-10-24 06:10:24,8.4,2.06,22.6,Subscriber,Weekday
TRP0070005,Bounce,Bicycle,BLR011,BLR032,2025-10-24 20:03:00,2025-10-24 20:23:06,20.1,3.4,15.05,Subscriber,Weekday
TRP0070006,Bounce,E-Bike,BLR011,BLR034,2025-10-24 20:20:00,2025-10-24 20:35:00,15.0,4.57,32.5,Subscriber,Weekday
TRP0070007,Yulu,Bicycle,BLR023,BLR008,2025-10-24 18:22:00,2025-10-24 18:28:12,6.2,1.25,8.1,Casual,Weekday
TRP0070008,Yulu,E-Scooter,BLR003,BLR021,2025-10-24 20:05:00,2025-10-24 20:15:06,10.1,2.54,25.15,Subscriber,Weekday
TRP0070009,Yulu,E-Scooter,BLR003,BLR002,2025-10-24 19:32:00,2025-10-24 19:36:36,4.6,1.75,16.9,Subscriber,Weekday
TRP0070010,Yulu,Bicycle,BLR012,BLR012,2025-10-24 11:44:00,2025-10-24 11:50:06,6.1,1.1,8.05,Subscriber,Weekday
TRP0070011,Bounce,Bicycle,BLR031,BLR031,2025-10-24 08:19:00,2025-10-24 08:26:30,7.5,1.39,8.75,Casual,Weekday
TRP0070012,Yulu,E-Scooter,BLR017,BLR014,2025-10-24 12:51:00,2025-10-24 12:59:12,8.2,2.68,22.3,Subscriber,Weekday
TRP0070013,Yulu,E-Scooter,BLR035,BLR035,2025-10-24 10:19:00,2025-10-24 10:21:36,2.6,0.66,13.9,Subscriber,Weekday
TRP0070014,Yulu,E-Scooter,BLR018,BLR019,2025-10-24 18:52:00,2025-10-24 19:00:54,8.9,2.2,23.35,Casual,Weekday
TRP0070015,Bounce,Bicycle,BLR001,BLR001,2025-10-24 18:21:00,2025-10-24 18:31:18,10.3,1.72,10.15,Subscriber,Weekday
TRP0070016,Bounce,Bicycle,BLR010,BLR040,2025-10-24 05:02:00,2025-10-24 05:30:12,28.2,4.25,19.1,Casual,Weekday
TRP0070017,Yulu,Bicycle,BLR019,BLR038,2025-10-24 09:36:00,2025-10-24 09:44:12,8.2,1.89,9.1,Casual,Weekday
TRP0070018,Yulu,Bicycle,BLR003,BLR006,2025-10-24 09:08:00,2025-10-24 09:16:12,8.2,1.48,9.1,Subscriber,Weekday
TRP0070019,Bounce,Bicycle,BLR004,BLR028,2025-10-24 00:33:00,2025-10-24 00:39:48,6.8,0.98,8.4,Casual,Weekday
TRP0070020,Yulu,Bicycle,BLR009,BLR016,2025-10-24 21:58:00,2025-10-24 22:27:06,29.1,4.22,19.55,Casual,Weekday
TRP0070021,Bounce,E-Scooter,BLR001,BLR011,2025-10-24 20:01:00,2025-10-24 20:08:42,7.7,2.62,21.55,Casual,Weekday
TRP0070022,Bounce,E-Bike,BLR004,BLR021,2025-10-24 12:03:00,2025-10-24 12:07:36,4.6,1.62,16.9,Subscriber,Weekday
TRP0070023,Yulu,Bicycle,BLR026,BLR025,2025-10-24 20:04:00,2025-10-24 20:09:30,5.5,0.99,7.75,Casual,Weekday
TRP0070024,Bounce,Bicycle,BLR006,BLR005,2025-10-24 09:52:00,2025-10-24 09:58:30,6.5,1.25,8.25,Subscriber,Weekday
TRP0070025,Bounce,E-Scooter,BLR006,BLR032,2025-10-24 10:53:00,2025-10-24 11:02:12,9.2,3.62,23.8,Casual,Weekday
TRP0070026,Bounce,Bicycle,BLR011,BLR035,2025-10-24 08:15:00,2025-10-24 08:23:48,8.8,1.37,9.4,Subscriber,Weekday
TRP0070027,Bounce,Bicycle,BLR010,BLR010,2025-10-24 22:41:00,2025-10-24 22:46:18,5.3,0.88,7.65,Casual,Weekday
TRP0070028,Yulu,E-Scooter,BLR023,BLR016,2025-10-24 08:11:00,2025-10-24 08:13:12,2.2,0.57,13.3,Subscriber,Weekday
TRP0070029,Yulu,E-Bike,BLR019,BLR034,2025-10-24 19:16:00,2025-10-24 19:21:24,5.4,1.85,18.1,Subscriber,Weekday
TRP0070030,Yulu,E-Scooter,BLR014,BLR001,2025-10-24 00:22:00,2025-10-24 00:24:06,2.1,0.6,13.15,Casual,Weekday
TRP0070031,Yulu,Bicycle,BLR022,BLR011,2025-10-24 18:58:00,2025-10-24 19:11:00,13.0,2.26,11.5,Subscriber,Weekday
TRP0070032,Bounce,Bicycle,BLR004,BLR003,2025-10-24 23:42:00,2025-10-24 23:57:24,15.4,2.21,12.7,Subscriber,Weekday
TRP0070033,Yulu,E-Scooter,BLR014,BLR021,2025-10-24 06:13:00,2025-10-24 06:17:06,4.1,1.37,16.15,Casual,Weekday
TRP0070034,Yulu,E-Scooter,BLR009,BLR021,2025-10-24 19:29:00,2025-10-24 19:31:00,2.0,0.64,13.0,Subscriber,Weekday
TRP0070035,Bounce,E-Bike,BLR042,BLR011,2025-10-24 14:36:00,2025-10-24 14:41:00,5.0,1.64,17.5,Subscriber,Weekday
TRP0070036,Bounce,E-Bike,BLR030,BLR016,2025-10-24 19:09:00,2025-10-24 19:12:54,3.9,1.09,15.85,Subscriber,Weekday
TRP0070037,Yulu,E-Bike,BLR018,BLR018,2025-10-24 09:37:00,2025-10-24 09:40:54,3.9,1.27,15.85,Casual,Weekday
TRP0070038,Bounce,Bicycle,BLR029,BLR027,2025-10-24 19:42:00,2025-10-24 19:47:30,5.5,0.89,7.75,Subscriber,Weekday
TRP0070039,Bounce,Bicycle,BLR029,BLR030,2025-10-24 17:13:00,2025-10-24 17:36:36,23.6,5.15,16.8,Casual,Weekday
TRP0070040,Bounce,E-Scooter,BLR029,BLR014,2025-10-24 23:13:00,2025-10-24 23:20:48,7.8,2.08,21.7,Casual,Weekday
TRP0070041,Yulu,E-Scooter,BLR022,BLR022,2025-10-24 08:59:00,2025-10-24 09:04:12,5.2,1.55,17.8,Subscriber,Weekday
TRP0070042,Bounce,E-Scooter,BLR024,BLR023,2025-10-24 19:56:00,2025-10-24 20:04:00,8.0,2.33,22.0,Casual,Weekday
TRP0070043,Yulu,E-Scooter,BLR014,BLR031,2025-10-24 10:54:00,2025-10-24 10:56:00,2.0,0.71,13.0,Subscriber,Weekday
TRP0070044,Yulu,Bicycle,BLR025,BLR016,2025-10-24 07:13:00,2025-10-24 07:33:18,20.3,3.12,15.15,Subscriber,Weekday
TRP0070045,Yulu,E-Scooter,BLR027,BLR040,2025-10-24 17:07:00,2025-10-24 17:09:00,2.0,0.61,13.0,Casual,Weekday
TRP0070046,Bounce,Bicycle,BLR031,BLR032,2025-10-24 18:32:00,2025-10-24 18:45:24,13.4,2.34,11.7,Subscriber,Weekday
TRP0070047,Yulu,E-Scooter,BLR032,BLR020,2025-10-24 10:38:00,2025-10-24 10:45:12,7.2,2.57,20.8,Casual,Weekday
TRP0070048,Yulu,Bicycle,BLR018,BLR039,2025-10-24 16:01:00,2025-10-24 16:20:12,19.2,3.07,14.6,Subscriber,Weekday
TRP0070049,Bounce,E-Scooter,BLR036,BLR037,2025-10-24 11:15:00,2025-10-24 11:17:00,2.0,0.47,13.0,Subscriber,Weekday
TRP0070050,Bounce,Bicycle,BLR029,BLR010,2025-10-24 19:40:00,2025-10-24 19:47:54,7.9,1.79,8.95,Subscriber,Weekday
